legacy_external_id,key,value
5256,eshop_registered,0
119532,eshop_registered,0
6361,eshop_registered,0
1591,eshop_registered,0
5253,eshop_registered,0
1459,eshop_registered,0
1816,eshop_registered,0
1824,eshop_registered,0
5363,eshop_registered,0
119542,eshop_registered,0
6373,eshop_registered,0
86387,eshop_registered,0
6120,eshop_registered,0
1461,eshop_registered,0
1818,eshop_registered,0
1747,eshop_registered,0
6242,eshop_registered,0
119544,eshop_registered,0
7262,eshop_registered,0
1922,eshop_registered,0
6269,eshop_registered,0
1463,eshop_registered,0
1849,eshop_registered,0
1757,eshop_registered,0
1546,eshop_registered,0
119558,eshop_registered,0
119529,eshop_registered,0
1941,eshop_registered,0
6286,eshop_registered,0
1482,eshop_registered,0
1852,eshop_registered,0
2019,eshop_registered,0
1557,eshop_registered,0
119560,eshop_registered,0
119531,eshop_registered,0
1959,eshop_registered,0
6365,eshop_registered,0
1484,eshop_registered,0
1872,eshop_registered,0
2033,eshop_registered,0
6356,eshop_registered,0
1752,eshop_registered,0
119543,eshop_registered,0
2009,eshop_registered,0
6366,eshop_registered,0
1486,eshop_registered,0
1877,eshop_registered,0
2039,eshop_registered,0
6363,eshop_registered,0
1770,eshop_registered,0
119545,eshop_registered,0
2076,eshop_registered,0
6401,eshop_registered,0
3633,eshop_registered,0
1878,eshop_registered,0
2045,eshop_registered,0
6398,eshop_registered,0
1785,eshop_registered,0
119559,eshop_registered,0
2080,eshop_registered,0
119568,eshop_registered,0
6241,eshop_registered,0
1905,eshop_registered,0
2072,eshop_registered,0
6930,eshop_registered,0
1788,eshop_registered,0
119561,eshop_registered,0
2094,eshop_registered,0
119569,eshop_registered,0
6243,eshop_registered,0
1911,eshop_registered,0
2083,eshop_registered,0
7041,eshop_registered,0
1803,eshop_registered,0
1822,eshop_registered,0
2111,eshop_registered,0
119536,eshop_registered,0
6273,eshop_registered,0
1748,eshop_registered,0
2107,eshop_registered,0
22667,eshop_registered,0
1819,eshop_registered,0
1837,eshop_registered,0
2112,eshop_registered,0
1777,eshop_registered,0
6275,eshop_registered,0
1771,eshop_registered,0
2116,eshop_registered,0
119541,eshop_registered,0
1821,eshop_registered,0
1839,eshop_registered,0
2127,eshop_registered,0
1858,eshop_registered,0
6305,eshop_registered,0
1775,eshop_registered,0
2131,eshop_registered,0
119565,eshop_registered,0
1838,eshop_registered,0
1853,eshop_registered,0
2170,eshop_registered,0
1874,eshop_registered,0
6332,eshop_registered,0
1780,eshop_registered,0
2154,eshop_registered,0
1755,eshop_registered,0
1707,eshop_registered,0
1855,eshop_registered,0
2220,eshop_registered,0
1923,eshop_registered,0
6362,eshop_registered,0
1936,eshop_registered,0
2167,eshop_registered,0
1762,eshop_registered,0
1722,eshop_registered,0
1864,eshop_registered,0
2221,eshop_registered,0
1813,eshop_registered,0
6364,eshop_registered,0
1939,eshop_registered,0
2173,eshop_registered,0
1774,eshop_registered,0
1723,eshop_registered,0
1880,eshop_registered,0
2238,eshop_registered,0
1845,eshop_registered,0
6370,eshop_registered,0
1948,eshop_registered,0
2180,eshop_registered,0
1789,eshop_registered,0
1737,eshop_registered,0
1882,eshop_registered,0
2239,eshop_registered,0
1944,eshop_registered,0
6372,eshop_registered,0
2146,eshop_registered,0
2184,eshop_registered,0
1800,eshop_registered,0
1689,eshop_registered,0
1901,eshop_registered,0
2256,eshop_registered,0
1958,eshop_registered,0
6397,eshop_registered,0
2155,eshop_registered,0
2191,eshop_registered,0
1815,eshop_registered,0
1691,eshop_registered,0
1751,eshop_registered,0
2269,eshop_registered,0
1960,eshop_registered,0
119535,eshop_registered,0
2181,eshop_registered,0
2198,eshop_registered,0
1833,eshop_registered,0
5262,eshop_registered,0
1753,eshop_registered,0
2270,eshop_registered,0
1973,eshop_registered,0
119538,eshop_registered,0
2192,eshop_registered,0
1885,eshop_registered,0
1851,eshop_registered,0
6247,eshop_registered,0
1767,eshop_registered,0
2319,eshop_registered,0
1974,eshop_registered,0
119540,eshop_registered,0
2216,eshop_registered,0
1894,eshop_registered,0
1884,eshop_registered,0
6277,eshop_registered,0
1784,eshop_registered,0
2351,eshop_registered,0
2006,eshop_registered,0
1368,eshop_registered,0
2218,eshop_registered,0
1906,eshop_registered,0
1920,eshop_registered,0
6326,eshop_registered,0
1787,eshop_registered,0
2402,eshop_registered,0
2007,eshop_registered,0
1388,eshop_registered,0
2048,eshop_registered,0
1938,eshop_registered,0
1927,eshop_registered,0
1932,eshop_registered,0
1933,eshop_registered,0
2405,eshop_registered,0
2010,eshop_registered,0
1754,eshop_registered,0
2073,eshop_registered,0
1956,eshop_registered,0
1935,eshop_registered,0
1949,eshop_registered,0
2101,eshop_registered,0
2431,eshop_registered,0
2058,eshop_registered,0
1801,eshop_registered,0
2075,eshop_registered,0
1962,eshop_registered,0
1947,eshop_registered,0
2016,eshop_registered,0
2103,eshop_registered,0
2567,eshop_registered,0
2109,eshop_registered,0
1823,eshop_registered,0
2082,eshop_registered,0
2005,eshop_registered,0
1954,eshop_registered,0
2038,eshop_registered,0
2105,eshop_registered,0
2584,eshop_registered,0
2153,eshop_registered,0
1825,eshop_registered,0
2084,eshop_registered,0
2217,eshop_registered,0
1964,eshop_registered,0
2049,eshop_registered,0
2133,eshop_registered,0
2585,eshop_registered,0
2185,eshop_registered,0
1827,eshop_registered,0
2106,eshop_registered,0
2224,eshop_registered,0
1977,eshop_registered,0
2067,eshop_registered,0
2161,eshop_registered,0
2600,eshop_registered,0
2186,eshop_registered,0
1834,eshop_registered,0
2013,eshop_registered,0
2242,eshop_registered,0
1904,eshop_registered,0
2070,eshop_registered,0
2179,eshop_registered,0
2617,eshop_registered,0
2203,eshop_registered,0
1856,eshop_registered,0
2257,eshop_registered,0
2249,eshop_registered,0
1910,eshop_registered,0
2085,eshop_registered,0
2194,eshop_registered,0
2634,eshop_registered,0
2204,eshop_registered,0
1862,eshop_registered,0
2283,eshop_registered,0
2260,eshop_registered,0
2014,eshop_registered,0
2087,eshop_registered,0
2196,eshop_registered,0
